supplier_tax_id,supplier_name,contracts,value_amd,single_source_share_of_value_pct,distinct_buyers,top_buyer_tax_id,top_buyer_name,top_buyer_contracts,top_buyer_value_amd,top_buyer_share_of_value_pct,first_contract,last_contract
09211625,Խնձորեսկի ԱԱՊԿ ՊՈԱԿ,14,217487525,88.21,1,02507171,ՀՀ  առողջապահության  նախարարություն,14,217487525,100,2017-02-09,2023-01-22
06102719,Աղինի ԱԿ ՊՈԱԿ,14,215516700,87.63,1,02507171,ՀՀ  առողջապահության  նախարարություն,14,215516700,100,2017-02-09,2023-01-22
04408788,Մրգաշատի ԲԱ ՀՈԱԿ,15,214383250,88.43,1,02507171,ՀՀ  առողջապահության  նախարարություն,15,214383250,100,2017-02-09,2023-04-25
08210794,Ծովակի ԱԱՊԿ,14,214187500,88.86,1,02507171,ՀՀ  առողջապահության  նախարարություն,14,214187500,100,2017-02-09,2023-04-25
00033479,«Հայաստանի վոլեյբոլի ֆեդերացիա» հասարակական կազմակերպությունը,10,214068100,0,1,02512868,"ՀՀ կրթության, գիտության, մշակույթի և սպորտի նախարարություն",10,214068100,100,2022-01-24,2026-01-12
00848343,ՍՄԱԼԱ ՍՊԸ,15,211829370,0,1,02593108,Երևանի քաղաքապետարան,15,211829370,100,2017-01-11,2019-05-06
05302615,Արտենիի առողջության կենտրոն ՊՈԱԿ,18,211577295,88.46,1,02507171,ՀՀ  առողջապահության  նախարարություն,18,211577295,100,2017-02-09,2023-04-25
01506995,«Երվանդ Քոչարի թանգարան» ՊՈԱԿ,18,210231100,1.09,3,02512868,"ՀՀ կրթության, գիտության, մշակույթի և սպորտի նախարարություն",16,207937100,98.91,2022-02-01,2026-02-02
04602404,Քարակերտի ԲԱ ՀՈԱԿ,15,209700300,89,1,02507171,ՀՀ  առողջապահության  նախարարություն,15,209700300,100,2017-02-09,2023-12-11
02893618,«Ձևավորում և սպասարկում» ՀՈԱԿ,11,207608000,100,2,02593108,Երևանի քաղաքապետարան,10,207500000,99.95,2023-08-21,2026-05-19
05802248,Ջաջուռի ԲԱ ՊՈԱԿ,13,207358720,96.54,1,02507171,ՀՀ  առողջապահության  նախարարություն,13,207358720,100,2017-02-09,2023-01-22
00217577,ՖԼԵՔՍ 20 ՍՊԸ,17,205940290,100,1,02505983,ՀՀ էկոնոմիկայի նախարարություն,17,205940290,100,2020-06-22,2021-04-29
01297181,4ԱՎՏՈ ՄԱՐԿԵՏ ՍՊԸ,26,205479851,0,4,02697772,«Երևանի աղբահանություն և սանիտարական մաքրում» համայնքային հիմնարկ,22,202934122,98.76,2024-04-24,2026-01-15
06405761,Վարդաբլուրի ԲԱ,14,205210150,89.55,1,02507171,ՀՀ  առողջապահության  նախարարություն,14,205210150,100,2017-02-09,2023-04-25
08616189,Լճաշենի ԱԱՊԿ,15,205145625,88.67,1,02507171,ՀՀ  առողջապահության  նախարարություն,15,205145625,100,2017-02-09,2023-04-25
08417398,Լճափի ԱԱՊԿ,15,204705810,89.01,1,02507171,ՀՀ  առողջապահության  նախարարություն,15,204705810,100,2017-02-09,2023-12-11
00051849,ՏՐԱՆՍԻՄՊԵՔՍ ՍՊԸ,44,203930341,90.6,15,02527728,ՀՀ արտաքին գործերի  նախարարություն,12,196657611,96.43,2017-02-17,2026-05-26
03311428,Նոր-Գեղիի ԱԱՊԿ ՊՈԱԿ,16,201346075,88.54,1,02507171,ՀՀ  առողջապահության  նախարարություն,16,201346075,100,2017-02-09,2023-04-25
08202986,Ծովինարի ԲԱ,17,201200550,87.97,1,02507171,ՀՀ  առողջապահության  նախարարություն,17,201200550,100,2017-02-09,2023-01-22
03311452,Զովունու ԱԱՊԿ ՊՈԱԿ,12,200699375,87.87,1,02507171,ՀՀ  առողջապահության  նախարարություն,12,200699375,100,2017-02-09,2023-04-25
08210863,Մեծ Մասրիկ ԱԱՊԿ,14,199875440,88.67,1,02507171,ՀՀ  առողջապահության  նախարարություն,14,199875440,100,2017-02-09,2023-04-25
02250199,Էմ Դի Էյջ ՍՊԸ,13,199660000,0,3,02522157,ՀՀ  պաշտպանության  նախարարություն,11,194390000,97.36,2017-01-30,2024-04-09
09211617,Տեղի ԱԱՊԿ,13,198671350,96.05,1,02507171,ՀՀ  առողջապահության  նախարարություն,13,198671350,100,2017-02-09,2023-01-22
04206724,Վ. Արտաշատի ԲԱ ՓԲԸ,14,197440425,95.88,1,02507171,ՀՀ  առողջապահության  նախարարություն,14,197440425,100,2017-02-09,2023-04-25
01288671,VH Group,12,197124000,0,4,02522157,ՀՀ  պաշտպանության  նախարարություն,8,184644000,93.67,2019-06-16,2019-09-02
00903591,«Հուսո տուն բարեգործական կենտրոն» հիմնադրամ,11,195923976,0.89,2,01506515,ՀՀ  աշխատանքի և սոցիալական հարցերի նախարարություն,10,194173976,99.11,2022-05-29,2026-02-05
07401719,Այրումի ԳԲԱ ՊՈԱԿ,16,195714800,89.16,1,02507171,ՀՀ  առողջապահության  նախարարություն,16,195714800,100,2017-02-09,2023-04-25
04207288,Շահումյանի ԲԱ ՓԲԸ,15,194334575,88.78,1,02507171,ՀՀ  առողջապահության  նախարարություն,15,194334575,100,2017-02-09,2023-04-25
07602684,Գանձաքարի ԳԲԱ ՓԲԸ,18,194175050,89.15,1,02507171,ՀՀ  առողջապահության  նախարարություն,18,194175050,100,2017-02-09,2023-04-25
05802213,Մայիսյանի ԲԱ ՊՈԱԿ,14,193215170,87.96,1,02507171,ՀՀ  առողջապահության  նախարարություն,14,193215170,100,2017-02-09,2023-01-22
01501229,«Հայաստանի աթլետիկայի ֆեդերացիա» հասարակական կազմակերպություն,11,192325700,0,1,02512868,"ՀՀ կրթության, գիտության, մշակույթի և սպորտի նախարարություն",11,192325700,100,2022-01-23,2026-01-22
07803206,Այգեձորի առողջության կենտրոն ՓԲԸ,34,191545350,86.45,1,02507171,ՀՀ  առողջապահության  նախարարություն,34,191545350,100,2017-02-09,2023-01-22
03809891,Դարակերտի ԱԱՊԿ ՓԲԸ,14,191524965,91.04,1,02507171,ՀՀ  առողջապահության  նախարարություն,14,191524965,100,2017-02-09,2023-04-25
07614349,Այգեհովտի ԱԱՊԿ,14,191232245,87.95,1,02507171,ՀՀ  առողջապահության  նախարարություն,14,191232245,100,2017-02-09,2023-01-22
02527624,Խ. Աբովյանի անվան հայկական պետական մանկավարժական համալսարան հիմնադրամ,56,190660600,0,3,02512868,"ՀՀ կրթության, գիտության, մշակույթի և սպորտի նախարարություն",16,187076600,98.12,2018-06-13,2026-02-15
05201522,Շենավանի բժշկական ամբուլատորիա ՀՈԱԿ,14,189480340,88.26,1,02507171,ՀՀ  առողջապահության  նախարարություն,14,189480340,100,2017-02-09,2023-04-25
01505968,Ռուսական արվեստի թանգարան (պրոֆ. Ա. Աբրահամյանի հավաքածու) ՊՈԱԿ,11,189220400,0,1,02512868,"ՀՀ կրթության, գիտության, մշակույթի և սպորտի նախարարություն",11,189220400,100,2022-02-01,2026-05-10
08209308,Աստղաձորի ԱԱՊԿՓԲԸ,15,189055575,89.58,1,02507171,ՀՀ  առողջապահության  նախարարություն,15,189055575,100,2017-02-09,2023-04-25
03531233,Արամուսի ԱԱՊԿ ՊՈԱԿ,14,188506625,88.94,1,02507171,ՀՀ  առողջապահության  նախարարություն,14,188506625,100,2017-02-09,2023-04-25
06910824,Վահագնիի Մ.Քոչինյանի անվան ԱԿ ՊՈԱԿ,13,188326750,88.73,1,02507171,ՀՀ  առողջապահության  նախարարություն,13,188326750,100,2017-02-09,2023-01-22
04708997,Մերձավանի ԲԱ ՀՈԱԿ,15,187949560,88.03,1,02507171,ՀՀ  առողջապահության  նախարարություն,15,187949560,100,2017-02-09,2023-04-25
05005162,Ասյա Մարկոսյանի անվան Կոշ բժշկական ամբուլատորիա ՀՈԱԿ,13,186830825,97.17,1,02507171,ՀՀ  առողջապահության  նախարարություն,13,186830825,100,2017-02-09,2023-04-25
01513699,Ասքմեդ դիզայն  ՍՊԸ,14,186667801,37.95,2,02565827,ՀՀ քաղաքաշինության կոմիտե,10,168045000,90.02,2019-11-20,2026-03-12
04112093,Ուրցաձորի ԱԱՊԿ ՓԲԸ,15,186335295,89.11,1,02507171,ՀՀ  առողջապահության  նախարարություն,15,186335295,100,2017-02-09,2023-04-25
09810225,Բռնակոթի ԱԱՊԿ,14,186233820,89,1,02507171,ՀՀ  առողջապահության  նախարարություն,14,186233820,100,2017-02-09,2023-04-25
05305949,ՆԱՐԵԿ ԱՌՈՂՋՈՒԹՅԱՆ ԿԵՆՏՐՈՆ ՍՊԸ,15,186209140,95.55,2,02507171,ՀՀ  առողջապահության  նախարարություն,13,185759140,99.76,2017-02-09,2023-04-25
04104972,Տափերականի ԲԱ ՓԲԸ,13,185752075,88.2,1,02507171,ՀՀ  առողջապահության  նախարարություն,13,185752075,100,2017-02-09,2023-04-25
07625464,ՀՀ Տավուշի մարզի Իջևան համայնք,15,184366455,0.02,3,02505983,ՀՀ էկոնոմիկայի նախարարություն,7,169505055,91.94,2022-09-14,2026-04-22
04708893,Ջրառատի ԲԱ ՀՈԱԿ,16,184012410,88.91,1,02507171,ՀՀ  առողջապահության  նախարարություն,16,184012410,100,2017-02-09,2023-12-11
05302607,Մաստարայի բժշկական ամբուլատորիա ՀՈԱԿ,15,183050805,88.64,1,02507171,ՀՀ  առողջապահության  նախարարություն,15,183050805,100,2017-02-09,2023-04-25
04708757,Արագածի ԲԱ ՀՈԱԿ,15,182227125,88.87,1,02507171,ՀՀ  առողջապահության  նախարարություն,15,182227125,100,2017-02-09,2023-04-25
04104671,Ավշարի ԲԱ ՓԲԸ,15,182179750,88.68,1,02507171,ՀՀ  առողջապահության  նախարարություն,15,182179750,100,2017-02-09,2023-04-25
02871521,«ԼԱՅԹՍՓԻԴ ԻՍԹ» ՍՊԸ,10,180237299,0,1,02565518,ՀՀ բարձր տեխնոլոգիական արդյունաբերության նախարարություն,10,180237299,100,2023-01-22,2026-03-31
04220603,Քաղցրաշենի ԱԱՊԿ ՓԲԸ,14,180158250,95.9,1,02507171,ՀՀ  առողջապահության  նախարարություն,14,180158250,100,2017-02-09,2023-04-25
02817684,«Օրացույց» գիտաստեղծագործական նախաձեռնությունների միավորում ՀԿ,11,179289200,0,1,02512868,"ՀՀ կրթության, գիտության, մշակույթի և սպորտի նախարարություն",11,179289200,100,2022-04-11,2026-04-27
08210847,Գեղամասարի ԱԱՊԿ,14,178841675,85.12,1,02507171,ՀՀ  առողջապահության  նախարարություն,14,178841675,100,2017-02-09,2023-04-25
00410971,Սպառշինարդ ՍՊԸ,19,178345402,0,1,02593108,Երևանի քաղաքապետարան,19,178345402,100,2017-02-08,2018-04-10
01517529,Արասո ՍՊԸ,10,178167500,0,2,02522157,ՀՀ  պաշտպանության  նախարարություն,9,177667500,99.72,2016-10-27,2019-10-08
04220731,Բուրաստանի ԱԱՊԿ ՓԲԸ,15,178062405,88.23,1,02507171,ՀՀ  առողջապահության  նախարարություն,15,178062405,100,2017-02-09,2023-04-25
03510621,Բալահովիտի ԲԱ ՊՈԱԿ,14,177966565,90.06,1,02507171,ՀՀ  առողջապահության  նախարարություն,14,177966565,100,2017-02-09,2023-04-25
08417408,Գանձակի ԱԱՊԿ,15,177836660,87.96,1,02507171,ՀՀ  առողջապահության  նախարարություն,15,177836660,100,2017-02-09,2023-04-25
04104783,Այգավանի ԲԱ ՓԲԸ,15,177609265,88.39,1,02507171,ՀՀ  առողջապահության  նախարարություն,15,177609265,100,2017-02-09,2023-04-25
00845121,Խնամք հասարակական կազմակերպություն,12,176926146,0,1,01506515,ՀՀ  աշխատանքի և սոցիալական հարցերի նախարարություն,12,176926146,100,2022-01-17,2026-01-28
04104759,Ոսկետափի ԲԱ ՀՈԱԿ,15,176824065,88.08,1,02507171,ՀՀ  առողջապահության  նախարարություն,15,176824065,100,2017-02-09,2023-04-25
08211187,Ակունքի ԱԱՊԿ,15,176286140,91.63,1,02507171,ՀՀ  առողջապահության  նախարարություն,15,176286140,100,2017-02-09,2023-04-25
06102658,Մեծ Մանթաշի ԱԿ ՊՈԱԿ,13,176056350,86.69,1,02507171,ՀՀ  առողջապահության  նախարարություն,13,176056350,100,2017-02-09,2023-04-25
05550519,ԿԱՐԻՏԱՍ-ԱՐԵԳԱԿ ԲԿ,10,175807875,1.19,2,01506515,ՀՀ  աշխատանքի և սոցիալական հարցերի նախարարություն,9,173707875,98.81,2022-01-25,2026-01-19
00093371,Արիես լանչ ՍՊԸ,37,174519650,100,2,02505983,ՀՀ էկոնոմիկայի նախարարություն,36,174027650,99.72,2018-11-29,2021-04-29
06604621,Շնողի ԲԱ ՀՈԱԿ,15,174388920,87.95,1,02507171,ՀՀ  առողջապահության  նախարարություն,15,174388920,100,2017-02-09,2023-04-25
02854988,«Էքսթենսիվ» ՍՊԸ,19,174081137,0,1,02565518,ՀՀ բարձր տեխնոլոգիական արդյունաբերության նախարարություն,19,174081137,100,2022-07-31,2025-07-28
03809901,Հովտաշատի ԱԱՊԿ ՓԲԸ,15,173551795,88.25,1,02507171,ՀՀ  առողջապահության  նախարարություն,15,173551795,100,2017-02-09,2023-04-25
04220593,Գետազատի ԱԱՊԿ ՓԲԸ,15,173171730,88.58,1,02507171,ՀՀ  առողջապահության  նախարարություն,15,173171730,100,2017-02-09,2023-04-25
01804822,Ա-2 ՍՊԸ,16,173110720,0,2,02522157,ՀՀ  պաշտպանության  նախարարություն,15,170950720,98.75,2017-05-10,2024-12-18
03547267,Կարաս Գրուպ ՍՊԸ,17,172784550,100,1,02505983,ՀՀ էկոնոմիկայի նախարարություն,17,172784550,100,2020-04-29,2021-04-29
08616197,Ծովագյուղի ԱԱՊԿ,12,172518850,97.59,1,02507171,ՀՀ  առողջապահության  նախարարություն,12,172518850,100,2017-02-09,2023-04-25
03809824,Դաշտավանի ԱԱՊԿ ՓԲԸ,14,171864775,90.37,1,02507171,ՀՀ  առողջապահության  նախարարություն,14,171864775,100,2017-02-09,2023-04-25
00502808,Բաղ Շին ՍՊԸ,10,171610749,0,1,02697772,«Երևանի աղբահանություն և սանիտարական մաքրում» համայնքային հիմնարկ,10,171610749,100,2023-02-01,2025-05-13
08909377,Մալիշկայի ԱԱՊԿ,21,170539575,88.64,1,02507171,ՀՀ  առողջապահության  նախարարություն,21,170539575,100,2017-02-09,2023-04-25
04112146,ՈԿՖ Բանավանի ԱԱՊԿ ՓԲԸ,15,170134090,88.3,1,02507171,ՀՀ  առողջապահության  նախարարություն,15,170134090,100,2017-02-09,2023-04-25
00041055,Արտեմիս ՍՊԸ,35,169508005,8.34,9,02819226,«Կանաչապատում և շրջակա միջավայրի պահպանություն» ՀՈԱԿ,12,155763061,91.89,2016-10-11,2026-02-22
00926914,ՇԻՆԷՆԵՐԳՈՄԱՔՍ  ՍՊԸ,25,169479139,0,4,02593108,Երևանի քաղաքապետարան,22,159217073,93.94,2020-04-09,2026-05-19
04602412,Դալարիկի ԲԱ ՀՈԱԿ,16,169297425,88.92,1,02507171,ՀՀ  առողջապահության  նախարարություն,16,169297425,100,2017-02-09,2023-12-11
ADCBAEAA,Mind Spirit Designs & Works LLC,12,169145525,99.19,2,02565518,ՀՀ բարձր տեխնոլոգիական արդյունաբերության նախարարություն,9,167065525,98.77,2023-01-26,2025-05-04
06604741,Ախթալայի ԱԿ ՊՓԲԸ,14,169118840,88.65,1,02507171,ՀՀ  առողջապահության  նախարարություն,14,169118840,100,2017-02-09,2023-01-22
04709544,Խորոնքի ԲԱ ՀՈԱԿ,15,168144810,87.68,1,02507171,ՀՀ  առողջապահության  նախարարություն,15,168144810,100,2017-02-09,2023-04-25
02696479,ԷԼՍԻՍԹԵՄՍՊՐՈ ՍՊԸ,15,166968572,0.29,6,02512868,"ՀՀ կրթության, գիտության, մշակույթի և սպորտի նախարարություն",8,158701776,95.05,2020-10-29,2026-06-30
05802299,Մարմաշենի ԲԱ ՊՈԱԿ,15,165830650,87.77,1,02507171,ՀՀ  առողջապահության  նախարարություն,15,165830650,100,2017-02-09,2023-04-25
03537581,«Ընտանիք և համայնք» բարեգործական հասարակական կազմակերպություն,10,165376840,0,1,01506515,ՀՀ  աշխատանքի և սոցիալական հարցերի նախարարություն,10,165376840,100,2022-02-07,2026-01-20
05005266,Փարպիի բժշկական ամբուլատորիա ՀՈԱԿ,14,164226160,88.32,1,02507171,ՀՀ  առողջապահության  նախարարություն,14,164226160,100,2017-02-09,2023-04-25
04408556,Խանջյանի ԲԱ ՀՈԱԿ,15,163966395,88.28,1,02507171,ՀՀ  առողջապահության  նախարարություն,15,163966395,100,2017-02-09,2023-04-25
03304311,Արգելի ԱԿ ՊՈԱԿ,18,163753820,85.41,1,02507171,ՀՀ  առողջապահության  նախարարություն,18,163753820,100,2017-02-09,2023-04-25
06102735,Սառնաղբյուրի ԱԿ ՊՈԱԿ,15,163625840,89.19,1,02507171,ՀՀ  առողջապահության  նախարարություն,15,163625840,100,2017-02-09,2023-04-25
00116673,«Հավատագրման ազգային մարմին» ՊՈԱԿ,13,162568660,6.17,3,02505983,ՀՀ էկոնոմիկայի նախարարություն,5,152540000,93.83,2019-02-19,2026-04-27
06940058,Գուգարքի ԱԱՊԿ ՊՈԱԿ,14,162499975,95.21,1,02507171,ՀՀ  առողջապահության  նախարարություն,14,162499975,100,2017-02-09,2023-04-25
00494838,ԳՐԻԳՈՐՅԱՆ ՇԻՆ ՄՈՆՏԱԺ ՍՊԸ,15,161195141,0.5,3,02593108,Երևանի քաղաքապետարան,13,159904785,99.2,2021-05-24,2026-05-18
09803255,Անգեղակոթի ԲԱ,18,160738005,87.67,1,02507171,ՀՀ  առողջապահության  նախարարություն,18,160738005,100,2017-02-09,2023-04-25
05005154,Արուճի բժշկական ամբուլատորիա ՀՈԱԿ,13,160353110,90.12,1,02507171,ՀՀ  առողջապահության  նախարարություն,13,160353110,100,2017-02-09,2023-01-22
04220662,Այգեստանի ԱԱՊԿ ՊՈԱԿ,15,160320060,89.02,2,02507171,ՀՀ  առողջապահության  նախարարություն,14,159320060,99.38,2017-02-09,2023-04-25
05005386,Ագարակի բժշկական ամբուլատորիա ՀՈԱԿ,14,160145355,90.65,1,02507171,ՀՀ  առողջապահության  նախարարություն,14,160145355,100,2017-02-09,2023-04-25
03809883,Գեղանիստի ԱԱՊԿ ՓԲԸ,14,159862310,89.61,1,02507171,ՀՀ  առողջապահության  նախարարություն,14,159862310,100,2017-02-09,2023-04-25
08209316,Վաղաշենի ԱԱՊԿ,13,159521995,91.07,1,02507171,ՀՀ  առողջապահության  նախարարություն,13,159521995,100,2017-02-09,2023-04-25
09205013,Վերիշենի ԲԱ,15,158705040,88.63,1,02507171,ՀՀ  առողջապահության  նախարարություն,15,158705040,100,2017-02-09,2023-04-25
00909494,ՋԻՋԻ ՆԱՏՈՒՐԱԼՍ ՍՊԸ,19,158549293,3.37,3,02819226,«Կանաչապատում և շրջակա միջավայրի պահպանություն» ՀՈԱԿ,14,147664793,93.13,2019-04-25,2025-06-15
01237297,«Ավիա-Գիտ Գրուպ» ՍՊԸ,13,156000001,0,1,02509254,«Հատուկ կապ» ՓԲԸ,13,156000001,100,2019-06-25,2026-01-06
06952847,ՀԱՅՄԱՍ ՍՊԸ,12,155806823,36.68,2,06901936,«Վանաձորի համայնքապետարանի աշխատակազմ» ՀԿՀ,11,152606823,97.95,2017-07-17,2024-04-15
09412936,Գործընկերություն և ուսուցում քաղաքացիական հասարակությանը և կրթությանը աջակցող ՀԿ,16,155722282,0,2,01506515,ՀՀ  աշխատանքի և սոցիալական հարցերի նախարարություն,14,155094532,99.6,2019-06-03,2026-01-20
03809832,Սայաթ  Նովայի ԱԱՊԿ ՓԲԸ,15,154893670,88.41,1,02507171,ՀՀ  առողջապահության  նախարարություն,15,154893670,100,2017-02-09,2023-04-25
08618794,Սևան համայնքի կոմունալ սպասարկում և բարեկարգում ՀՈԱԿ,18,154623000,2.95,3,08601339,Սևանի համայնքապետարան,12,151168000,97.77,2017-02-02,2025-01-20
08210804,Կարճաղբյուր ԱԱՊԿ,14,154536450,87.14,1,02507171,ՀՀ  առողջապահության  նախարարություն,14,154536450,100,2017-02-09,2023-04-25
07401674,Կողբի ԲԱ ՀՈԱԿ,15,154312975,85.33,1,02507171,ՀՀ  առողջապահության  նախարարություն,15,154312975,100,2017-02-09,2023-04-25
05023335,Իմպորտ Թրեյդ,27,153714453,0,4,02522157,ՀՀ  պաշտպանության  նախարարություն,23,149070819,96.98,2018-07-09,2021-06-01
02707077,Էյ Վի Էն Գրուպ ՍՊԸ,332,152981376,15.18,7,02593108,Երևանի քաղաքապետարան,319,138159937,90.31,2016-09-25,2026-08-09
05205403,«ԼԻԼԻԴԵՆՏԻՍ» ՍՊԸ,17,152786100,96.58,2,02507171,ՀՀ  առողջապահության  նախարարություն,16,152141100,99.58,2017-03-06,2024-03-27
08215489,«ԴԵՎԱՐՏ» ՍՊԸ,14,152528049,0,1,02565518,ՀՀ բարձր տեխնոլոգիական արդյունաբերության նախարարություն,14,152528049,100,2022-07-31,2026-03-09
04220697,Դալարի ԱԱՊԿ ՓԲԸ,14,152150775,85.48,1,02507171,ՀՀ  առողջապահության  նախարարություն,14,152150775,100,2017-02-09,2023-04-25
01503576,«Մատենադարան» Մեսրոպ Մաշտոցի անվան հին ձեռագրերի գիտահետազետական ինստիտուտ» Հիմնադրամ,38,151545576,2.3,18,02512868,"ՀՀ կրթության, գիտության, մշակույթի և սպորտի նախարարություն",11,148008476,97.67,2016-10-13,2026-06-01
04408814,Բամբակաշատի ԲԱ ՀՈԱԿ,14,151440250,89.04,1,02507171,ՀՀ  առողջապահության  նախարարություն,14,151440250,100,2017-02-09,2023-04-25
04708765,Արշալույսի ԲԱ ՀՈԱԿ,15,150690930,88.03,1,02507171,ՀՀ  առողջապահության  նախարարություն,15,150690930,100,2017-02-09,2023-04-25
02515557,«Ա. Սպենդիարյանի տուն-թանգարան» ՊՈԱԿ,10,149598800,0,1,02512868,"ՀՀ կրթության, գիտության, մշակույթի և սպորտի նախարարություն",10,149598800,100,2022-02-01,2026-02-02
08606556,Դդմաշենի ԲԱ ՊՓԲԸ,15,148585570,89.13,1,02507171,ՀՀ  առողջապահության  նախարարություն,15,148585570,100,2017-02-09,2023-04-25
02506024,«Ս. Փարաջանովի թանգարան» ՊՈԱԿ,10,148434100,0.17,4,02512868,"ՀՀ կրթության, գիտության, մշակույթի և սպորտի նախարարություն",7,148176100,99.83,2019-11-03,2026-02-02
07803454,Պառավաքարի ԳԲԱ ՓԲԸ,16,148412355,87.5,1,02507171,ՀՀ  առողջապահության  նախարարություն,16,148412355,100,2017-02-09,2023-01-22
02700216,Նորմեդ ՍՊԸ,15,147551860,95.31,2,02507171,ՀՀ  առողջապահության  նախարարություն,9,147371860,99.88,2017-02-09,2023-01-22
00010182,Գողթն ՍՊԸ,16,147175054,19.04,1,02565827,ՀՀ քաղաքաշինության կոմիտե,16,147175054,100,2017-05-10,2025-12-15
04220766,Նորաշենի ԱԱՊԿ ՊՈԱԿ,14,147115530,90.49,1,02507171,ՀՀ  առողջապահության  նախարարություն,14,147115530,100,2017-02-09,2023-04-25
07806505,Ն. Կ. Աղբյուրի ԱԱՊԿ ՓԲԸ,15,146616515,87.43,1,02507171,ՀՀ  առողջապահության  նախարարություն,15,146616515,100,2017-02-09,2023-01-22
00173775,<<ԼԱՍՄԵԴ>>ՍՊԸ,10,145391000,0.11,2,02505554,ՀՀ վարչապետի աշխատակազմ,9,145226000,99.89,2021-03-29,2026-02-01
08210839,Լուսակունքի ԱԱՊԿ,15,144334660,86.96,1,02507171,ՀՀ  առողջապահության  նախարարություն,15,144334660,100,2017-02-09,2023-04-25
00518325,ՔԻԴ ՍՊՈՐՏ ՍՊԸ,19,144131213,0,2,02593108,Երևանի քաղաքապետարան,17,139269293,96.63,2024-08-18,2026-07-30
00465515,«ԱՐՄ ԼՅՈՒՔՍ» ՍՊԸ ,14,142843000,0.48,5,02593108,Երևանի քաղաքապետարան,8,129349000,90.55,2018-01-23,2020-04-06
01274523,«ԱՐՏԵՄԻԴԱ» ՍՊԸ,11,142053360,9.9,4,02819226,«Կանաչապատում և շրջակա միջավայրի պահպանություն» ՀՈԱԿ,7,138201160,97.29,2021-05-17,2026-05-14
04229315,Մաքուր Մասիս  ՓԲԸ,10,140774000,6.34,1,03801428,Մասիսի համայնքապետարան,10,140774000,100,2017-01-31,2019-02-02
02523863,Բնակչության հատուկ սպասարկում ՀՈԱԿ,67,140480367,45.41,1,02593108,Երևանի քաղաքապետարան,67,140480367,100,2016-12-27,2024-12-10
01008904,ՀՀ ԳԱԱ Կենդանաբանության և հիդրոէկոլոգիայի գիտական կենտրոն,17,140258160,4.97,1,02507198,ՀՀ շրջակա միջավայրի նախարարություն,17,140258160,100,2017-03-17,2025-11-30
04417204,Արմավիրի զարգացման կենտրոն,13,139509167,0,1,01506515,ՀՀ  աշխատանքի և սոցիալական հարցերի նախարարություն,13,139509167,100,2022-01-19,2026-01-22
01539804,Էքսպոմեդիա  ՍՊԸ,14,139360240,94.07,2,02545976,ՀՀ արտաքին գործերի նախարարության պետական արարողակարգի ծառայություն,12,136596814,98.02,2016-07-06,2020-10-19
04414771,Շենավանի ԲԱ ՀՈԱԿ,16,138935660,88.75,1,02507171,ՀՀ  առողջապահության  նախարարություն,16,138935660,100,2017-02-09,2023-12-11
09104522,Զառիթափի ԱԱՊԿ,15,138508540,88.86,1,02507171,ՀՀ  առողջապահության  նախարարություն,15,138508540,100,2017-02-09,2023-04-25
00851861,ՊՐՈԹԵԶԱՕՐԹՈՊԵԴԻԿ ՍՊԸ,16,138488810,56.21,1,01506515,ՀՀ  աշխատանքի և սոցիալական հարցերի նախարարություն,16,138488810,100,2017-03-27,2017-10-06
02849094,«ԱԹԱՆԵՍՅԱՆ ՓՐՈՋԵՔԹ» ՍՊԸ,12,138338880,0.27,8,03000453,Հրազդանի համայնքապետարան,1,129600000,93.68,2022-12-13,2025-09-28
04112085,Նոյակերտի ԱԱՊԿ ՓԲԸ,15,138211415,88.57,1,02507171,ՀՀ  առողջապահության  նախարարություն,15,138211415,100,2017-02-09,2023-04-25
04112103,Փ. Վեդու ԱԱՊԿ ՓԲԸ,15,137396665,89.23,1,02507171,ՀՀ  առողջապահության  նախարարություն,15,137396665,100,2017-02-09,2023-04-25
07401778,Բերդավանի ԳԲԱ ՓԲԸ,15,137186105,88.06,1,02507171,ՀՀ  առողջապահության  նախարարություն,15,137186105,100,2017-02-09,2023-04-25
00118154,Ժամանակակից վիրաբուժության կլինիկա ՍՊԸ,16,136232636,98.87,2,02507171,ՀՀ  առողջապահության  նախարարություն,14,135761560,99.65,2018-10-24,2023-01-22
02678513,«ՍՊ ՀՈԼԴԻՆԳ» ՍՊԸ,40,136230500,100,1,02505983,ՀՀ էկոնոմիկայի նախարարություն,40,136230500,100,2020-04-06,2021-12-30
04708946,Հայթաղի ԲԱ ՀՈԱԿ,14,135957770,89.07,1,02507171,ՀՀ  առողջապահության  նախարարություն,14,135957770,100,2017-02-09,2023-04-25
05560296,ՙՙԳԱԳԱ23ՙՙ ՍՊԸ,14,135910404,8.5,2,02522157,ՀՀ  պաշտպանության  նախարարություն,13,135232650,99.5,2023-11-15,2025-05-06
04408641,Արմավիրի ԱԿ ՀՈԱԿ,13,135902805,87.57,1,02507171,ՀՀ  առողջապահության  նախարարություն,13,135902805,100,2017-02-09,2023-04-25
04409069,Լենուղու ԱԿ ՀՈԱԿ,13,135696420,90.88,1,02507171,ՀՀ  առողջապահության  նախարարություն,13,135696420,100,2017-02-09,2023-04-25
07614322,Ազատամուտի ԱԱՊԿ,14,135685100,88.19,1,02507171,ՀՀ  առողջապահության  նախարարություն,14,135685100,100,2017-02-09,2023-01-22
